figure_id,panel,scenario,selector_resolution_ratio_sqrt_epsilon_over_dx,epsilon,lattice_spacing,alignment_offset_cells,requested_domain_halfwidth,realised_domain_halfwidth,grid_nodes,moment_ratio,effective_response_rate,aggregation_scale,mechanism,normalized_correlation,lower_envelope,upper_envelope,software_version
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.052079483285954624,coupling,0.025593521010846,0.020650417952778444,0.02559352101084611,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.054116952654646375,coupling,0.026576901786577456,0.021446676963778,0.026576901786577456,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.056234132519034905,coupling,0.027597346921830246,0.022273169885365207,0.027597346921830357,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.05843414133735175,coupling,0.0286561965615465,0.023131007600068476,0.02865619656154661,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.060720219569098836,coupling,0.029754834802033114,0.02402133886389224,0.029754834802033114,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.06309573444801933,coupling,0.030894690768586974,0.024945351360556756,0.030894690768587085,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.06556418494179789,coupling,0.032077239688160675,0.025904272765049252,0.032077239688160675,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.06812920690579612,coupling,0.03330400395359234,0.026899371814566697,0.03330400395359234,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07079457843841377,coupling,0.03457655417558336,0.027931959384691396,0.03457655417558336,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07356422544596414,coupling,0.035896510218241584,0.02900338956839943,0.035896510218241584,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07644222742526002,coupling,0.037265542213612446,0.030115060755237955,0.03726554221361256,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07943282347242814,coupling,0.03868537155020979,0.03126841670772196,0.0386853715502099,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.08254041852680186,coupling,0.0401577718301086,0.03246494763169294,0.0401577718301086,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.08576958985908942,coupling,0.041684569788693615,0.033706191237061645,0.041684569788693726,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.08912509381337455,coupling,0.04326764617066026,0.03499373378499859,0.04326764617066026,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.09261187281287933,coupling,0.04490893655532402,0.036329211117271165,0.04490893655532402,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.09623506263980887,coupling,0.046610432123747936,0.037714309663016254,0.046610432123747936,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1,coupling,0.04837418035959584,0.039150767417825305,0.04837418035959573,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.10391223038351691,coupling,0.050202285675000846,0.040640374889550857,0.050202285675000846,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.10797751623277094,coupling,0.05209690995208338,0.042184976004777774,0.05209690995208349,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1122018454301963,coupling,0.054060272990063774,0.04378646896938154,0.054060272990063774,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.11659144011798311,coupling,0.05609465284719972,0.04544680707606208,0.05609465284719972,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.12115276586285889,coupling,0.05820238606602568,0.04716799945117167,0.05820238606602568,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.12589254117941676,coupling,0.06038586776959032,0.04895211173254865,0.06038586776959032,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.13081774742601943,coupling,0.06264755161558022,0.05080126666944473,0.06264755161558022,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.13593563908785256,coupling,0.06498994959437454,0.052717644634956984,0.06498994959437454,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1412537544622754,coupling,0.06741563165621522,0.05470348404069081,0.06741563165621534,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1467799267622069,coupling,0.06992722515178607,0.05676108164264049,0.06992722515178618,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.15252229565390182,coupling,0.07252741406958418,0.058892792726523036,0.0725274140695843,1.0.0
