snapshot_index,operational_step,operational_time_model_units,time_seconds,grid_index,log_price_coordinate,book_1_density,book_2_density,book_1_boundary_log_price,book_2_boundary_log_price,initial_book_displacement,clock,software_version
0,0,0.0,0.0,153,5.300000000000001,-1.2806140150291614,-1.2542217206235757,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,154,5.4,-1.2586681196028133,-1.2315416472958096,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,155,5.5,-1.2361060031389894,-1.208308158157069,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,156,5.600000000000001,-1.212980318200677,-1.1845699654248765,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,157,5.700000000000001,-1.189340422627912,-1.160372562748811,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,158,5.800000000000001,-1.1652324419041251,-1.1357583087910925,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,159,5.9,-1.1406993494398867,-1.110766525560061,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,160,6.0,-1.1157810621199542,-1.0854336089758445,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,161,6.100000000000001,-1.0905145485696488,-1.059793149283266,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,162,6.199999999999999,-1.064933947728459,-1.033876059079397,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,163,6.300000000000001,-1.0390706954680757,-1.0077107068879658,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,164,6.400000000000002,-1.0129536571546058,-0.9813230543862159,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,165,6.5,-0.9866092642265625,-0.9547367955681796,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,166,6.600000000000001,-0.9600616530377775,-0.9279734963084354,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,167,6.699999999999999,-0.9333328043942482,-0.9010527329693545,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,168,6.800000000000001,-0.9064426823931924,-0.8739922288700426,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,169,6.900000000000002,-0.8794093713485985,-0.8468079876045035,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,170,7.0,-0.8522492097580788,-0.8195144223581728,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,171,7.100000000000001,-0.8249769204290112,-0.7921244805244043,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,172,7.199999999999999,-0.797605736036208,-0.7646497630646875,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
